,class,BrdIndx,Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,BrdIndx_40,Area_40,Round_40,Bright_40,Compact_40,ShpIndx_40,Mean_G_40,Mean_R_40,Mean_NIR_40,SD_G_40,SD_R_40,SD_NIR_40,LW_40,GLCM1_40,Rect_40,GLCM2_40,Dens_40,Assym_40,NDVI_40,BordLngth_40,GLCM3_40,BrdIndx_60,Area_60,Round_60,Bright_60,Compact_60,ShpIndx_60,Mean_G_60,Mean_R_60,Mean_NIR_60,SD_G_60,SD_R_60,SD_NIR_60,LW_60,GLCM1_60,Rect_60,GLCM2_60,Dens_60,Assym_60,NDVI_60,BordLngth_60,GLCM3_60,BrdIndx_80,Area_80,Round_80,Bright_80,Compact_80,ShpIndx_80,Mean_G_80,Mean_R_80,Mean_NIR_80,SD_G_80,SD_R_80,SD_NIR_80,LW_80,GLCM1_80,Rect_80,GLCM2_80,Dens_80,Assym_80,NDVI_80,BordLngth_80,GLCM3_80,BrdIndx_100,Area_100,Round_100,Bright_100,Compact_100,ShpIndx_100,Mean_G_100,Mean_R_100,Mean_NIR_100,SD_G_100,SD_R_100,SD_NIR_100,LW_100,GLCM1_100,Rect_100,GLCM2_100,Dens_100,Assym_100,NDVI_100,BordLngth_100,GLCM3_100,BrdIndx_120,Area_120,Round_120,Bright_120,Compact_120,ShpIndx_120,Mean_G_120,Mean_R_120,Mean_NIR_120,SD_G_120,SD_R_120,SD_NIR_120,LW_120,GLCM1_120,Rect_120,GLCM2_120,Dens_120,Assym_120,NDVI_120,BordLngth_120,GLCM3_120,BrdIndx_140,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140
152,building ,1.36,377,0.6,221.93,1.52,1.65,193.09,245.14,227.56,6.49,5.48,5.64,3.38,0.45,0.88,6.35,1.59,0.86,-0.12,128,3553.25,1.7,514,0.99,220.6,2.05,1.87,193.85,242.29,225.67,11.11,7.72,7.36,2.18,0.78,0.82,6.81,1.7,0.75,-0.11,170,1477.42,1.7,514,0.99,220.6,2.05,1.87,193.85,242.29,225.67,11.11,7.72,7.36,2.18,0.78,0.82,6.81,1.7,0.75,-0.11,170,1477.42,2.04,1626,1.56,197.0,2.24,2.07,172.43,215.46,203.1,26.65,30.27,26.46,1.09,0.87,0.84,8.06,2.15,0.28,-0.11,334,965.48,2.04,1626,1.56,197.0,2.24,2.07,172.43,215.46,203.1,26.65,30.27,26.46,1.09,0.87,0.84,8.06,2.15,0.28,-0.11,334,965.48,2.04,1626,1.56,197.0,2.24,2.07,172.43,215.46,203.1,26.65,30.27,26.46,1.09,0.87,0.84,8.06,2.15,0.28,-0.11,334,965.48,3.78,3533,1.73,191.75,2.45,3.82,193.22,190.46,191.58,37.16,39.04,30.67,1.07,0.91,0.68,8.66,1.96,0.2,0.01,908,620.51
153,shadow ,1.97,305,1.04,58.88,1.97,2.09,49.35,59.4,67.88,9.13,8.94,8.82,1.5,0.61,0.81,6.66,1.86,0.45,-0.09,146,2415.37,1.89,464,1.22,57.66,2.0,1.93,55.44,54.45,63.09,14.28,11.48,11.49,1.1,0.78,0.77,7.08,1.93,0.41,0.01,166,1366.63,1.71,571,1.09,63.93,1.74,1.76,59.28,62.0,70.5,17.43,20.9,20.43,1.03,0.79,0.81,7.33,2.02,0.4,-0.02,168,1396.5,1.71,571,1.09,63.93,1.74,1.76,59.28,62.0,70.5,17.43,20.9,20.43,1.03,0.79,0.81,7.33,2.02,0.4,-0.02,168,1396.5,3.62,3486,1.82,75.73,3.1,3.84,88.8,65.12,73.26,47.21,25.82,26.57,1.87,0.91,0.53,8.82,1.46,0.64,0.15,906,714.37,3.62,3486,1.82,75.73,3.1,3.84,88.8,65.12,73.26,47.21,25.82,26.57,1.87,0.91,0.53,8.82,1.46,0.64,0.15,906,714.37,3.62,3486,1.82,75.73,3.1,3.84,88.8,65.12,73.26,47.21,25.82,26.57,1.87,0.91,0.53,8.82,1.46,0.64,0.15,906,714.37
154,shadow ,1.89,742,1.23,44.31,1.73,1.95,55.85,34.3,42.78,8.81,6.8,7.18,1.18,0.74,0.81,6.48,2.03,0.33,0.24,212,1639.22,1.61,1283,0.81,48.01,1.91,1.73,60.27,37.83,45.94,13.1,8.52,8.78,2.0,0.82,0.83,7.06,2.0,0.59,0.23,248,1122.13,1.61,1283,0.81,48.01,1.91,1.73,60.27,37.83,45.94,13.1,8.52,8.78,2.0,0.82,0.83,7.06,2.0,0.59,0.23,248,1122.13,1.61,1283,0.81,48.01,1.91,1.73,60.27,37.83,45.94,13.1,8.52,8.78,2.0,0.82,0.83,7.06,2.0,0.59,0.23,248,1122.13,1.61,1283,0.81,48.01,1.91,1.73,60.27,37.83,45.94,13.1,8.52,8.78,2.0,0.82,0.83,7.06,2.0,0.59,0.23,248,1122.13,4.69,6303,2.75,58.89,4.94,5.52,71.1,48.26,57.31,32.91,16.52,17.78,3.17,0.94,0.19,8.62,0.81,0.87,0.19,1754,431.41,4.69,7040,2.63,61.05,4.44,5.53,70.6,51.91,60.65,31.45,19.5,19.98,3.16,0.94,0.31,8.58,0.9,0.87,0.15,1856,450.19
155,concrete ,1.79,1237,1.25,234.91,2.19,2.93,199.44,252.65,252.63,7.54,3.76,3.73,8.33,0.52,0.71,6.79,0.87,0.99,-0.12,412,3006.58,2.89,1785,3.06,236.12,5.66,3.42,203.65,252.29,252.43,10.84,4.29,4.1,3.22,0.74,0.34,7.2,0.76,0.92,-0.11,578,1714.79,2.89,1785,3.06,236.12,5.66,3.42,203.65,252.29,252.43,10.84,4.29,4.1,3.22,0.74,0.34,7.2,0.76,0.92,-0.11,578,1714.79,2.72,1979,2.91,235.41,5.11,3.21,205.13,250.3,250.81,11.61,8.98,8.04,3.21,0.72,0.39,7.31,0.82,0.92,-0.1,572,1847.92,2.44,2299,2.85,232.79,4.44,2.88,205.2,246.42,246.74,13.04,16.43,17.05,3.22,0.74,0.38,7.45,0.82,0.94,-0.09,552,1703.39,2.96,3748,2.1,226.3,5.14,3.12,209.11,236.37,233.43,19.68,24.29,27.39,1.8,0.81,0.46,7.82,1.16,0.8,-0.06,764,994.0,2.96,3748,2.1,226.3,5.14,3.12,209.11,236.37,233.43,19.68,24.29,27.39,1.8,0.81,0.46,7.82,1.16,0.8,-0.06,764,994.0
156,grass ,2.4,401,1.74,183.56,2.43,2.57,216.19,163.84,170.64,8.25,8.65,8.2,1.72,0.67,0.64,6.64,1.54,0.67,0.14,206,2136.36,3.22,1053,2.01,184.88,2.75,3.42,218.89,164.74,171.0,8.08,9.29,8.86,1.9,0.66,0.47,6.79,1.29,0.71,0.14,444,2228.43,3.22,1053,2.01,184.88,2.75,3.42,218.89,164.74,171.0,8.08,9.29,8.86,1.9,0.66,0.47,6.79,1.29,0.71,0.14,444,2228.43,3.07,10267,1.31,193.1,1.88,3.18,221.13,177.57,180.59,8.93,13.77,12.01,1.66,0.68,0.7,7.05,1.89,0.48,0.11,1288,1989.02,2.55,15932,0.94,195.08,1.5,2.59,221.69,180.12,183.43,9.83,15.74,13.92,1.35,0.7,0.85,7.19,2.24,0.41,0.1,1306,1851.63,2.55,15932,0.94,195.08,1.5,2.59,221.69,180.12,183.43,9.83,15.74,13.92,1.35,0.7,0.85,7.19,2.24,0.41,0.1,1306,1851.63,2.55,15932,0.94,195.08,1.5,2.59,221.69,180.12,183.43,9.83,15.74,13.92,1.35,0.7,0.85,7.19,2.24,0.41,0.1,1306,1851.63
157,soil ,1.91,620,0.93,223.16,1.94,2.23,246.35,208.7,214.42,6.35,11.51,10.19,2.73,0.43,0.76,6.1,1.52,0.85,0.08,222,3098.48,1.82,698,0.92,221.24,1.77,2.1,245.63,205.8,212.31,7.23,14.24,12.02,2.78,0.51,0.77,6.23,1.53,0.86,0.09,222,2748.81,3.01,2270,1.88,217.36,2.41,3.38,244.89,199.45,207.75,7.13,15.03,12.3,2.51,0.54,0.7,6.38,1.52,0.79,0.1,644,2651.14,3.01,2270,1.88,217.36,2.41,3.38,244.89,199.45,207.75,7.13,15.03,12.3,2.51,0.54,0.7,6.38,1.52,0.79,0.1,644,2651.14,4.1,7503,2.07,210.22,2.83,4.19,241.25,190.58,198.85,8.9,18.02,14.25,1.45,0.68,0.67,6.8,1.73,0.46,0.12,1452,1901.02,4.1,7503,2.07,210.22,2.83,4.19,241.25,190.58,198.85,8.9,18.02,14.25,1.45,0.68,0.67,6.8,1.73,0.46,0.12,1452,1901.02,4.1,7503,2.07,210.22,2.83,4.19,241.25,190.58,198.85,8.9,18.02,14.25,1.45,0.68,0.67,6.8,1.73,0.46,0.12,1452,1901.02
158,tree ,2.81,200,1.71,134.45,3.15,3.18,177.56,105.4,120.4,15.2,15.62,14.66,2.41,0.7,0.58,7.11,1.23,0.81,0.26,180,2709.73,3.12,788,1.77,142.6,3.36,3.22,185.48,112.69,129.64,26.79,18.8,18.78,1.5,0.85,0.62,8.05,1.64,0.45,0.24,362,1105.46,2.44,910,1.13,137.8,2.91,2.5,181.15,107.98,124.29,28.13,22.08,23.05,1.5,0.86,0.71,8.19,1.83,0.41,0.25,302,1005.7,2.48,1473,2.2,145.81,3.38,2.55,181.64,120.48,135.3,36.2,30.06,28.75,1.54,0.9,0.72,8.57,1.78,0.33,0.2,392,716.71,3.23,3055,2.07,152.56,3.47,3.37,177.74,135.35,144.59,42.76,44.53,40.3,1.62,0.89,0.57,9.02,1.58,0.67,0.14,744,781.25,5.87,9008,1.98,146.48,3.14,6.22,164.44,134.07,140.94,45.22,44.87,42.06,1.96,0.91,0.38,9.27,1.28,0.7,0.1,2360,633.2,5.87,9008,1.98,146.48,3.14,6.22,164.44,134.07,140.94,45.22,44.87,42.06,1.96,0.91,0.38,9.27,1.28,0.7,0.1,2360,633.2
159,concrete ,2.95,1459,2.89,204.76,4.7,3.21,178.85,217.25,218.18,7.25,7.15,7.43,2.19,0.55,0.47,6.7,1.06,0.89,-0.1,490,2916.01,3.01,2382,2.52,205.7,4.31,3.24,180.26,217.99,218.86,8.99,9.5,9.5,2.02,0.67,0.44,6.97,1.17,0.77,-0.09,632,2161.76,3.36,2579,2.58,207.52,5.05,3.57,181.99,219.92,220.64,11.54,11.92,11.63,1.86,0.7,0.46,7.17,1.2,0.75,-0.09,726,1953.87,3.41,4157,2.6,202.66,3.79,3.57,178.61,214.06,215.31,15.97,17.44,16.48,1.71,0.8,0.26,7.54,1.07,0.68,-0.09,920,1270.05,3.41,4157,2.6,202.66,3.79,3.57,178.61,214.06,215.31,15.97,17.44,16.48,1.71,0.8,0.26,7.54,1.07,0.68,-0.09,920,1270.05,3.41,4157,2.6,202.66,3.79,3.57,178.61,214.06,215.31,15.97,17.44,16.48,1.71,0.8,0.26,7.54,1.07,0.68,-0.09,920,1270.05,3.41,4157,2.6,202.66,3.79,3.57,178.61,214.06,215.31,15.97,17.44,16.48,1.71,0.8,0.26,7.54,1.07,0.68,-0.09,920,1270.05
160,building ,2.08,830,0.91,242.22,1.81,2.13,221.08,252.74,252.84,6.27,3.26,3.08,1.34,0.45,0.83,6.25,2.11,0.18,-0.07,246,2743.78,1.23,24295,0.87,242.07,1.13,1.24,220.7,252.73,252.77,6.77,3.67,3.54,1.08,0.53,0.98,6.54,2.41,0.08,-0.07,770,2512.61,1.23,24295,0.87,242.07,1.13,1.24,220.7,252.73,252.77,6.77,3.67,3.54,1.08,0.53,0.98,6.54,2.41,0.08,-0.07,770,2512.61,1.23,24295,0.87,242.07,1.13,1.24,220.7,252.73,252.77,6.77,3.67,3.54,1.08,0.53,0.98,6.54,2.41,0.08,-0.07,770,2512.61,1.2,24312,0.87,242.02,1.13,1.2,220.66,252.69,252.73,7.06,4.09,3.93,1.08,0.54,0.98,6.54,2.41,0.08,-0.07,750,2306.7,1.17,24327,0.37,241.97,1.13,1.18,220.6,252.63,252.68,7.52,4.74,4.48,1.08,0.54,0.98,6.55,2.41,0.08,-0.07,734,2071.52,1.17,24327,0.37,241.97,1.13,1.18,220.6,252.63,252.68,7.52,4.74,4.48,1.08,0.54,0.98,6.55,2.41,0.08,-0.07,734,2071.52
161,asphalt ,2.65,731,1.27,84.78,3.28,2.79,70.54,89.11,94.67,7.23,6.98,6.87,1.5,0.42,0.72,6.46,1.74,0.68,-0.12,302,3164.39,2.81,1271,1.3,82.58,2.51,2.96,68.37,86.71,92.65,9.94,10.07,10.13,1.77,0.5,0.75,7.03,1.87,0.63,-0.12,422,3004.28,3.39,3132,1.26,86.4,1.92,3.7,71.79,90.68,96.73,14.63,15.29,15.17,2.24,0.62,0.78,7.51,1.72,0.81,-0.12,828,2155.84,3.54,5356,1.43,87.37,1.96,4.33,72.84,91.66,97.6,14.29,15.1,14.98,3.64,0.63,0.75,7.57,1.35,0.93,-0.11,1268,2073.78,3.54,5356,1.43,87.37,1.96,4.33,72.84,91.66,97.6,14.29,15.1,14.98,3.64,0.63,0.75,7.57,1.35,0.93,-0.11,1268,2073.78,3.97,8512,1.25,85.3,1.9,4.96,71.83,88.89,95.18,19.54,20.46,20.42,3.95,0.68,0.72,7.94,1.31,0.93,-0.11,1832,1729.02,3.86,8578,1.24,86.15,1.89,4.84,72.63,89.77,96.05,21.83,23.07,22.95,3.95,0.69,0.73,7.97,1.32,0.93,-0.11,1792,1567.92
162,tree ,1.91,194,0.83,94.07,2.13,2.19,146.58,62.54,73.09,23.96,16.34,17.26,2.52,0.79,0.77,7.2,1.54,0.81,0.4,122,1834.02,3.97,803,2.46,91.24,4.24,4.13,138.18,62.99,72.55,34.99,19.14,19.71,1.61,0.88,0.41,8.42,1.26,0.48,0.37,468,939.41,3.97,803,2.46,91.24,4.24,4.13,138.18,62.99,72.55,34.99,19.14,19.71,1.61,0.88,0.41,8.42,1.26,0.48,0.37,468,939.41,3.97,803,2.46,91.24,4.24,4.13,138.18,62.99,72.55,34.99,19.14,19.71,1.61,0.88,0.41,8.42,1.26,0.48,0.37,468,939.41,4.19,4526,2.0,123.1,3.39,4.33,174.15,91.86,103.29,44.51,32.67,32.69,1.57,0.9,0.47,9.19,1.58,0.2,0.31,1166,703.66,4.19,4526,2.0,123.1,3.39,4.33,174.15,91.86,103.29,44.51,32.67,32.69,1.57,0.9,0.47,9.19,1.58,0.2,0.31,1166,703.66,4.19,4526,2.0,123.1,3.39,4.33,174.15,91.86,103.29,44.51,32.67,32.69,1.57,0.9,0.47,9.19,1.58,0.2,0.31,1166,703.66
163,grass ,2.02,663,1.28,170.01,2.45,2.27,218.92,136.51,154.6,10.29,8.83,9.25,2.6,0.75,0.72,6.94,1.48,0.84,0.23,234,1675.06,2.02,663,1.28,170.01,2.45,2.27,218.92,136.51,154.6,10.29,8.83,9.25,2.6,0.75,0.72,6.94,1.48,0.84,0.23,234,1675.06,3.6,3133,2.24,168.75,3.54,3.89,208.45,142.34,155.47,21.98,16.08,15.28,2.2,0.86,0.36,8.05,1.15,0.79,0.19,872,853.89,3.76,5378,2.33,172.47,3.92,4.79,212.05,147.62,157.73,21.53,22.24,19.01,4.22,0.87,0.41,8.1,0.82,0.94,0.18,1406,804.05,3.22,6266,2.25,174.34,3.37,4.11,210.96,151.34,160.7,21.91,28.09,24.42,4.2,0.87,0.45,8.14,0.88,0.94,0.16,1302,788.41,4.49,9636,2.17,171.81,3.75,4.94,206.21,150.01,159.22,22.02,25.3,22.19,2.39,0.87,0.43,8.15,1.26,0.72,0.16,1938,792.46,4.49,9636,2.17,171.81,3.75,4.94,206.21,150.01,159.22,22.02,25.3,22.19,2.39,0.87,0.43,8.15,1.26,0.72,0.16,1938,792.46
164,building ,2.27,434,1.34,238.46,1.91,2.4,220.03,246.44,248.9,7.26,7.92,6.58,1.57,0.35,0.67,6.55,1.77,0.45,-0.06,200,3660.29,2.01,1604,1.01,242.82,1.58,2.03,225.75,251.02,251.69,7.91,5.68,4.7,1.2,0.65,0.8,6.76,2.12,0.26,-0.05,326,2242.62,1.16,2306,0.42,238.78,1.23,1.19,225.29,244.91,246.15,10.84,14.45,13.32,1.18,0.7,0.9,7.18,2.31,0.2,-0.04,228,1924.32,1.16,2306,0.42,238.78,1.23,1.19,225.29,244.91,246.15,10.84,14.45,13.32,1.18,0.7,0.9,7.18,2.31,0.2,-0.04,228,1924.32,1.16,2306,0.42,238.78,1.23,1.19,225.29,244.91,246.15,10.84,14.45,13.32,1.18,0.7,0.9,7.18,2.31,0.2,-0.04,228,1924.32,1.16,2306,0.42,238.78,1.23,1.19,225.29,244.91,246.15,10.84,14.45,13.32,1.18,0.7,0.9,7.18,2.31,0.2,-0.04,228,1924.32,1.16,2306,0.42,238.78,1.23,1.19,225.29,244.91,246.15,10.84,14.45,13.32,1.18,0.7,0.9,7.18,2.31,0.2,-0.04,228,1924.32
165,building ,2.61,258,1.72,134.78,2.52,2.68,130.88,136.84,136.62,7.36,7.86,7.78,1.04,0.69,0.54,6.51,1.61,0.43,-0.02,172,2610.42,2.94,442,1.95,137.39,3.47,3.35,132.89,140.37,138.92,12.75,13.19,11.65,2.63,0.75,0.4,6.98,1.19,0.74,-0.03,282,1364.6,2.01,2794,1.53,125.5,1.91,2.07,122.76,127.49,126.26,10.99,12.21,11.43,1.6,0.86,0.75,7.07,1.86,0.58,-0.02,438,978.08,2.01,2794,1.53,125.5,1.91,2.07,122.76,127.49,126.26,10.99,12.21,11.43,1.6,0.86,0.75,7.07,1.86,0.58,-0.02,438,978.08,2.96,6536,1.43,128.63,1.57,3.08,125.65,130.74,129.49,13.12,14.81,13.92,1.65,0.89,0.72,7.32,1.9,0.49,-0.02,996,784.27,2.96,6536,1.43,128.63,1.57,3.08,125.65,130.74,129.49,13.12,14.81,13.92,1.65,0.89,0.72,7.32,1.9,0.49,-0.02,996,784.27,2.96,6536,1.43,128.63,1.57,3.08,125.65,130.74,129.49,13.12,14.81,13.92,1.65,0.89,0.72,7.32,1.9,0.49,-0.02,996,784.27
166,tree ,2.25,228,1.98,133.41,2.62,2.38,182.6,99.61,118.02,14.94,12.0,11.78,1.13,0.79,0.64,7.06,1.6,0.25,0.29,144,1919.85,2.96,423,1.95,139.02,3.05,3.38,181.14,110.33,125.6,18.08,19.09,16.44,2.44,0.78,0.44,7.49,1.19,0.79,0.24,278,1680.83,2.56,588,1.39,145.49,2.38,2.85,195.31,111.75,129.41,28.16,17.28,16.16,2.25,0.92,0.7,7.83,1.59,0.73,0.27,276,636.76,2.88,2436,1.86,159.32,2.7,3.26,192.47,137.36,148.13,27.93,27.25,23.63,2.64,0.88,0.63,8.45,1.43,0.77,0.17,644,861.66,2.74,3041,1.93,150.43,2.8,3.33,180.33,130.07,140.91,41.88,33.68,31.15,3.55,0.92,0.55,8.77,1.09,0.91,0.16,734,557.55,2.74,3041,1.93,150.43,2.8,3.33,180.33,130.07,140.91,41.88,33.68,31.15,3.55,0.92,0.55,8.77,1.09,0.91,0.16,734,557.55,4.71,4321,3.07,140.62,5.93,4.77,171.35,120.18,130.33,45.02,36.35,34.32,1.17,0.91,0.21,8.96,1.04,0.12,0.18,1254,612.24
167,concrete ,1.92,928,0.98,240.1,2.26,1.99,213.97,253.08,253.26,6.31,3.3,3.05,1.46,0.59,0.74,6.25,1.9,0.52,-0.08,242,2620.8,2.52,1370,1.58,239.58,2.22,2.73,213.49,252.6,252.66,6.99,4.14,4.21,2.2,0.58,0.63,6.43,1.48,0.79,-0.08,404,2644.75,3.99,3281,2.63,239.98,5.03,4.25,215.12,252.47,252.36,8.09,4.11,4.09,1.91,0.66,0.29,6.7,1.09,0.72,-0.08,974,2210.18,3.93,3311,2.62,239.62,4.99,4.16,214.74,252.09,252.02,9.2,6.14,5.86,1.9,0.66,0.29,6.75,1.09,0.72,-0.08,958,1896.84,3.93,3311,2.62,239.62,4.99,4.16,214.74,252.09,252.02,9.2,6.14,5.86,1.9,0.66,0.29,6.75,1.09,0.72,-0.08,958,1896.84,4.57,11701,2.68,239.21,4.41,4.66,213.36,252.18,252.09,8.9,6.09,5.86,1.4,0.71,0.27,6.67,1.08,0.56,-0.08,2018,1561.94,4.57,11701,2.68,239.21,4.41,4.66,213.36,252.18,252.09,8.9,6.09,5.86,1.4,0.71,0.27,6.67,1.08,0.56,-0.08,2018,1561.94
